International Designator,Launch Vehicle,Payload,Country,Launch date
1965-068,TITAN 2 R/B|TITAN 2 DEB,GEMINI 5|RADAR EVALUATION POD,US,1965-08-21
1965-069,SL-3 R/B|SL-3 DEB,COSMOS 79,CIS,1965-08-25
1965-070,SL-8 R/B|SL-8 DEB,COSMOS 80|COSMOS 81|COSMOS 82|COSMOS 83|COSMOS 84,CIS,1965-09-03
1965-071,SL-3 R/B,COSMOS 85,CIS,1965-09-09
1965-072,THOR ALTAIR DEB [YO]|THOR ALTAIR R/B|THOR ALTAIR DEB,OPS 8068,US,1965-09-10
1965-073,SL-8 R/B|SL-8 DEB,COSMOS 86|COSMOS 87|COSMOS 88|COSMOS 89|COSMOS 90,CIS,1965-09-18
1965-074,N/A,OPS 7221,US,1965-09-22
1965-075,SL-3 R/B|SL-3 DEB,COSMOS 91,CIS,1965-09-23
1965-076,ATLAS AGENA D R/B,OPS 6004,US,1965-09-30
1965-077,SL-6 R/B|SL-6 PLAT,LUNA 7,CIS,1965-10-04
1965-078,ATLAS D R/B,OV1-2,US,1965-10-05
1965-079,N/A,OPS 5325,US,1965-10-05
1965-080,SL-6 PLAT|SL-6 DEB|SL-6 R/B(1)|SL-6 R/B(2),MOLNIYA 1-2,CIS,1965-10-14
1965-081,THOR AGENA D R/B,OGO 2 (POGO),US,1965-10-14
1965-082,TITAN 3C TRANSTAGE DEB|TITAN 3C TRANSTAGE R/B|TITAN 3C TRANSTAGE DEB,OV2-1 & LCS 2,US,1965-10-15
1965-083,SL-3 R/B|SL-3 DEB,COSMOS 92,CIS,1965-10-16
1965-084,SL-7 R/B|SL-7 DEB,COSMOS 93,CIS,1965-10-19
1965-085,SL-3 R/B,COSMOS 94,CIS,1965-10-28
1965-086,OPS 2155 DEB,OPS 2155,US,1965-10-28
1965-087,SL-9 R/B|SL-9 DEB,PROTON 2,CIS,1965-11-02
1965-088,SL-7 R/B|SL-7 DEB|COSMOS 95 DEB,COSMOS 95,CIS,1965-11-04
1965-089,DELTA 1 R/B|DELTA 1 DEB,EXPLORER 29 (GEOS 1),US,1965-11-06
1965-090,N/A,OPS 8293|OPS 6232,US,1965-11-08
1965-091,SL-6 R/B|SL-6 PLAT,VENERA 2,CIS,1965-11-12
1965-092,SL-6 R/B(1)|SL-6 PLAT|SL-6 R/B(2)|SL-6 DEB,VENERA 3,CIS,1965-11-16
1965-093,SCOUT X-4 R/B|SCOUT X-4 DEB,EXPLORER 30,US,1965-11-19
1965-094,SL-6 R/B|SL-6 DEB,COSMOS 96,CIS,1965-11-23
1965-095,SL-7 R/B|SL-7 DEB,COSMOS 97,CIS,1965-11-26
1965-096,DIAMANT R/B|DIAMANT DEB,A-1 (ASTERIX),FR,1965-11-26
1965-097,SL-3 R/B|SL-3 DEB,COSMOS 98,CIS,1965-11-27
1965-098,THOR AGENA B R/B|THOR AGENA B DEB|ALOUETTE 2 DEB,ALOUETTE 2|EXPLORER 31 (ISIS-X),CA,1965-11-29
1965-099,SL-6 R/B|SL-6 PLAT,LUNA 8,CIS,1965-12-03
1965-100,TITAN 2 R/B|ADAPTOR MODULE DEB,GEMINI 7,US,1965-12-04
1965-101,SCOUT X-4 R/B|FR 1 DEB [DESPIN WT]|SCOUT X-4 DEB,FR 1,FR,1965-12-06
1965-102,OPS 7249 DEB,OPS 7249,US,1965-12-09
1965-103,SL-3 R/B,COSMOS 99,CIS,1965-12-10
1965-104,TITAN 2 R/B,GEMINI 6,US,1965-12-15
1965-105,DELTA 1 R/B,PIONEER 6,US,1965-12-16
1965-106,SL-3 R/B,COSMOS 100,CIS,1965-12-17
1965-107,SL-7 R/B,COSMOS 101,CIS,1965-12-21
1965-108,TITAN 3C TRANSTAGE R/B|TITAN 3C TRANSTAGE DEB,LES 4|OSCAR 4 (OSCAR IV)|LES 3|OV2-3,US,1965-12-21
1965-109,SCOUT A R/B|SCOUT A DEB|TRANSIT 10 DEB,OPS 1509 (TRANSIT 10),US,1965-12-22
1965-110,OPS 4639 DEB,OPS 4639,US,1965-12-24
1965-111,N/A,COSMOS 102,CIS,1965-12-27
1965-112,SL-8 R/B|SL-8 DEB,COSMOS 103,CIS,1965-12-28
1966-001,SL-3 R/B|SL-3 DEB,COSMOS 104,CIS,1966-01-07
1966-002,N/A,OPS 7253|OPS 3179,US,1966-01-19
1966-003,SL-3 R/B|SL-3 DEB,COSMOS 105,CIS,1966-01-22
1966-004,SL-7 R/B,COSMOS 106,CIS,1966-01-25
1966-005,SCOUT A R/B|SCOUT A DEB|TRANSIT 11 DEB,OPS 1593 (TRANSIT 11),US,1966-01-28
1966-006,SL-6 PLAT|SL-6 R/B(1)|SL-6 R/B(2),LUNA 9,CIS,1966-01-31
1966-007,N/A,OPS 7291,US,1966-02-02
1966-008,DELTA 1 R/B|DELTA 1 DEB,ESSA 1 (OT-3),US,1966-02-03
1966-009,OPS 1439 DEB,OPS 1439,US,1966-02-09
1966-010,SL-3 R/B|SL-3 DEB,COSMOS 107,CIS,1966-02-10
1966-011,SL-7 R/B|SL-7 DEB,COSMOS 108,CIS,1966-02-11
1966-012,OPS 3031 DEB,OPS 1184|OPS 3011 [CYLINDER]|OPS 3031 [SPHERE],US,1966-02-15
1966-013,DIAMANT R/B|DIAMANT DEB,DIAPASON (D1-A),FR,1966-02-17
1966-014,SL-3 R/B|SL-3 DEB,COSMOS 109,CIS,1966-02-19
1966-015,SL-4 R/B|SL-4 DEB,COSMOS 110,CIS,1966-02-22
1966-016,DELTA 1 R/B|DELTA 1 DEB,ESSA 2 (OT-2),US,1966-02-28
1966-017,SL-6 R/B|SL-6 DEB,COSMOS 111,CIS,1966-03-01
1966-018,OPS 3488 DEB,OPS 3488,US,1966-03-09
1966-019,N/A,AGENA TARGET,US,1966-03-16
1966-020,TITAN 2 R/B|ADAPTOR MODULE DEB,GEMINI 8,US,1966-03-16
1966-021,SL-3 R/B|SL-3 DEB,COSMOS 112,CIS,1966-03-17
1966-022,N/A,OPS 0879|OPS 0974,US,1966-03-18
1966-023,SL-3 R/B|SL-3 DEB,COSMOS 113,CIS,1966-03-21
1966-024,SCOUT A R/B|SCOUT A DEB|TRANSIT 12 DEB,OPS 1117 (TRANSIT 12),US,1966-03-26
1966-025,OV1-5 R/B|OV1-4 R/B|OV1-5 DEB,OV1-4|OV1-5,US,1966-03-30
1966-026,THOR ALTAIR R/B|THOR ALTAIR DEB,OPS 0340,US,1966-03-31
1966-027,SL-6 PLAT|SL-6 R/B(1)|SL-6 R/B(2)|SL-6 DEB,LUNA 10,CIS,1966-03-31
1966-028,SL-3 R/B|SL-3 DEB,COSMOS 114,CIS,1966-04-06
1966-029,N/A,OPS 1612,US,1966-04-07
1966-030,ATLAS CENTAUR R/B,SURVEYOR MODEL 2,US,1966-04-08
1966-031,ATLAS AGENA D R/B|ATLAS AGENA D DEB,OAO 1,US,1966-04-08
1966-032,ATLAS AGENA D R/B,OPS 0910,US,1966-04-19
1966-033,SL-3 R/B,COSMOS 115,CIS,1966-04-20
1966-034,SCOUT B R/B|SCOUT B DEB,OPS 1527 (OV3-1),US,1966-04-22
1966-035,SL-6 PLAT|SL-6 R/B(1)|SL-6 DEB|SL-6 R/B(2),MOLNIYA 1-3,CIS,1966-04-25
1966-036,SL-7 R/B,COSMOS 116,CIS,1966-04-26
1966-037,SL-3 R/B|SL-3 DEB,COSMOS 117,CIS,1966-05-06
1966-038,SL-3 R/B,COSMOS 118,CIS,1966-05-11
1966-039,ATLAS AGENA D R/B,OPS 1950|OPS 6785,US,1966-05-14
1966-040,NIMBUS 2 DEB|THOR AGENA B R/B|NIMBUS 2 DEB,NIMBUS 2,US,1966-05-15
1966-041,SCOUT A R/B|SCOUT A DEB,OPS 0082 (TRANSIT 13),US,1966-05-19
1966-042,N/A,OPS 1778,US,1966-05-24
1966-043,N/A,COSMOS 119,CIS,1966-05-24
1966-044,DELTA 1 R/B|DELTA 1 DEB,EXPLORER 32 (AE-B),US,1966-05-25
1966-045,ATLAS CENTAUR R/B,SURVEYOR 1,US,1966-05-30
1966-046,ATLAS D DEB|ATLAS D R/B|ATLAS D DEB,ATDA,US,1966-06-01
1966-047,TITAN 2 R/B,GEMINI 9,US,1966-06-03
1966-048,N/A,OPS 1577|OPS 1856,US,1966-06-03
1966-049,ATLAS AGENA D R/B,OGO 3,US,1966-06-07
1966-050,SL-3 R/B|SL-3 DEB,COSMOS 120,CIS,1966-06-08
1966-051,N/A,OPS 1960|SECOR 6 (EGRS 6)|ERS 16,US,1966-06-09
1966-052,SCOUT B R/B|SCOUT B DEB,OPS 1427 (OV3-4),US,1966-06-10
1966-053,TITAN 3C TRANSTAGE R/B,OPS 9381 (GGTS)|OPS 9311 (IDSCS 1)|OPS 9312 (IDSCS 2)|OPS 9313 (IDSCS 3)|OPS 9314 (IDSCS 4)|OPS 9315 (IDSCS 5)|OPS 9316 (IDSCS 6)|OPS 9317 (IDSCS 7),US,1966-06-16
1966-054,SL-3 R/B|SL-3 DEB,COSMOS 121,CIS,1966-06-17
1966-055,OPS 1599 DEB,OPS 1599,US,1966-06-21
1966-056,PAGEOS 1 DEB|THOR AGENA D R/B|PAGEOS 1 DEB,PAGEOS 1,US,1966-06-24
1966-057,SL-3 R/B,COSMOS 122,CIS,1966-06-25
1966-058,DELTA 1 R/B(1)|DELTA 1 R/B(2)|DELTA 1 DEB,EXPLORER 33 (AIMP-D),US,1966-07-01
1966-059,SATURN 1B DEB,APOLLO 3 (AS-203),US,1966-07-05
1966-060,SL-9 R/B|SL-9 DEB,PROTON 3,CIS,1966-07-06
1966-061,SL-7 R/B,COSMOS 123,CIS,1966-07-08
1966-062,ATLAS AGENA D R/B,OPS 1850,US,1966-07-12
1966-063,ATLAS D DEB|ATLAS D R/B|ATLAS D DEB,OV1-8,US,1966-07-14
1966-064,SL-3 R/B|SL-3 DEB,COSMOS 124,CIS,1966-07-14
1966-065,N/A,AGENA TARGET,US,1966-07-18
1966-066,TITAN 2 R/B|TITAN 2 DEB,GEMINI 10,US,1966-07-18
1966-067,N/A,COSMOS 125,CIS,1966-07-20
1966-068,SL-3 R/B|SL-3 DEB,COSMOS 126,CIS,1966-07-28
1966-069,N/A,OPS 3014,US,1966-07-29
1966-070,SCOUT B R/B|SCOUT B DEB,OV3-3,US,1966-08-04
1966-071,SL-3 R/B,COSMOS 127,CIS,1966-08-08
1966-072,N/A,OPS 1545,US,1966-08-09
1966-073,ATLAS AGENA D R/B,LUNAR ORBITER 1,US,1966-08-10
1966-074,ATLAS AGENA D R/B,OPS 1832|OPS 6810,US,1966-08-16
1966-075,DELTA 1 R/B(1)|DELTA 1 R/B(2)|DELTA 1 DEB,PIONEER 7,US,1966-08-17
1966-076,SCOUT A R/B|SCOUT A DEB|TRANSIT 14 DEB,OPS 2366 (TRANSIT 14),US,1966-08-18
1966-077,OPS 0856 DEB,OPS 0856|SECOR 7 (EGRS 7)|ERS 15,US,1966-08-19
1966-078,SL-6 R/B|SL-6 PLAT,LUNA 11,CIS,1966-08-24
1966-079,SL-3 R/B,COSMOS 128,CIS,1966-08-27
1966-080,N/A,AGENA TARGET,US,1966-09-12
1966-081,TITAN 2 R/B|TITAN 2 DEB,GEMINI 11,US,1966-09-12
1966-082,THOR BURNER 2 R/B,OPS 6026 (DMSP 4A F1),US,1966-09-16
1966-083,ATLAS AGENA D R/B|ATLAS AGENA D DEB,OPS 1686|OPS 6874,US,1966-09-16
1966-084,ATLAS CENTAUR R/B,SURVEYOR 2,US,1966-09-20
1966-085,OPS 1703 DEB,OPS 1703,US,1966-09-20
1966-086,N/A,OPS 4096,US,1966-09-28
1966-087,DELTA 1 R/B|DELTA 1 DEB,ESSA 3 (TOS-A),US,1966-10-02
1966-088,CIS UNKNOWN 1 DEB|SL-11 R/B|CIS UNKNOWN 1 DEB,CIS UNKNOWN 1,CIS,1966-09-17
1966-089,N/A,OPS 1920|SECOR 8 (EGRS 8),US,1966-10-05
1966-090,OPS 5345 DEB,OPS 2055|OPS 5345 (SGLS-1),US,1966-10-12
1966-091,SL-3 R/B,COSMOS 129,CIS,1966-10-14
1966-092,SL-6 PLAT|SL-6 R/B(1)|SL-6 R/B(2),MOLNIYA 1-4,CIS,1966-10-20
1966-093,SL-3 R/B,COSMOS 130,CIS,1966-10-20
1966-094,SL-6 PLAT|SL-6 R/B,LUNA 12,CIS,1966-10-22
1966-095,ATLAS CENTAUR R/B,SURVEYOR MODEL 3,US,1966-10-26
1966-096,DELTA 1 R/B(1)|DELTA 1 R/B(2),INTELSAT 2-F1,ITSO,1966-10-26
1966-097,SCOUT B R/B|SCOUT B DEB,OV3-2,US,1966-10-28
1966-098,N/A,OPS 2070|OPS 5424,US,1966-11-02
1966-099,N/A,OPS 0855 (OV4-3 MOL)|OV4-1R|OV1-6|OV4-IT,US,1966-11-03
1966-100,ATLAS AGENA D R/B,LUNAR ORBITER 2,US,1966-11-06
1966-101,CIS UNKNOWN 2 DEB,CIS UNKNOWN 2,CIS,1966-11-02
1966-102,N/A,OPS 1866,US,1966-11-08
1966-103,N/A,AGENA TARGET,US,1966-11-11
1966-104,TITAN 2 R/B|TITAN 2 DEB,GEMINI 12,US,1966-11-11
1966-105,SL-3 R/B|SL-3 DEB,COSMOS 131,CIS,1966-11-12
1966-106,SL-3 R/B,COSMOS 132,CIS,1966-11-19
1966-107,SL-4 R/B,COSMOS 133,CIS,1966-11-28
1966-108,SL-3 R/B|SL-3 DEB,COSMOS 134,CIS,1966-12-03
1966-109,ATLAS AGENA D R/B,OPS 1890,US,1966-12-05
1966-110,ATLAS AGENA D R/B,ATS 1,US,1966-12-07
1966-111,OV1-10 R/B|OV1-9 R/B,OV1-9|OV1-10,US,1966-12-11
1966-112,SL-7 R/B|SL-7 DEB|COSMOS 135 DEB,COSMOS 135,CIS,1966-12-12
1966-113,N/A,OPS 8968,US,1966-12-14
1966-114,DELTA 1 R/B|DELTA 1 DEB [ADAPTER]|DELTA 1 DEB,BIOSAT 1,US,1966-12-14
1966-115,SL-3 R/B,COSMOS 136,CIS,1966-12-19
1966-116,SL-6 R/B|SL-6 PLAT,LUNA 13,CIS,1966-12-21
1966-117,SL-7 R/B,COSMOS 137,CIS,1966-12-21
1966-118,OPS 1584 DEB,OPS 1584,US,1966-12-29
1967-001,DELTA 1 R/B(1)|DELTA 1 DEB|DELTA 1 R/B(2)|DELTA 1 DEB,INTELSAT 2-F2,ITSO,1967-01-11
1967-002,OPS 1664 DEB,OPS 1664,US,1967-01-14
1967-003,TITAN 3C TRANSTAGE R/B,OPS 9321 (IDSCS 8)|OPS 9322 (IDSCS 9)|OPS 9323 (IDSCS 10)|OPS 9324 (IDSCS 11)|OPS 9325 (IDSCS 12)|OPS 9326 (IDSCS 13)|OPS 9327 (IDSCS 14)|OPS 9328 (IDSCS 15),US,1967-01-18
1967-004,SL-3 R/B,COSMOS 138,CIS,1967-01-19
1967-005,SL-11 R/B|SL-11 PLAT,COSMOS 139,CIS,1967-01-25
1967-006,DELTA 1 R/B|DELTA 1 DEB,ESSA 4 (TOS-B),US,1967-01-26
1967-007,ATLAS AGENA D R/B,OPS 4399,US,1967-02-02
1967-008,N/A,LUNAR ORBITER 3,US,1967-02-05
1967-009,SL-4 R/B,COSMOS 140,CIS,1967-02-07
1967-010,THOR BURNER 2 R/B,OPS 6073 (DMSP 4A F2),US,1967-02-08
1967-011,DIAMANT R/B|DIAMANT DEB|DIADEME 1 DEB,DIADEME 1,FR,1967-02-08
1967-012,SL-3 R/B,COSMOS 141,CIS,1967-02-08
1967-013,SL-7 R/B,COSMOS 142,CIS,1967-02-14
1967-014,DIAMANT R/B|DIAMANT DEB,DIADEME 2,FR,1967-02-15
1967-015,N/A,OPS 4750,US,1967-02-22
1967-016,N/A,OPS 4204,US,1967-02-24
1967-017,SL-3 R/B,COSMOS 143,CIS,1967-02-27
1967-018,SL-3 R/B|SL-3 DEB,COSMOS 144,CIS,1967-02-28
1967-019,SL-7 R/B,COSMOS 145,CIS,1967-03-03
1967-020,DELTA 1 R/B|DELTA 1 DEB,OSO 3,US,1967-03-08
1967-021,SL-12 DEB|SL-12 R/B,COSMOS 146,CIS,1967-03-10
1967-022,SL-3 R/B,COSMOS 147,CIS,1967-03-13
1967-023,SL-7 R/B,COSMOS 148,CIS,1967-03-16
1967-024,SL-7 R/B|SL-7 DEB,COSMOS 149,CIS,1967-03-21
1967-025,SL-3 R/B,COSMOS 150,CIS,1967-03-22
1967-026,DELTA 1 R/B(1)|DELTA 1 R/B(2),INTELSAT 2-F3,ITSO,1967-03-23
1967-027,SL-8 R/B|SL-8 DEB,COSMOS 151,CIS,1967-03-24
1967-028,SL-7 R/B,COSMOS 152,CIS,1967-03-25
1967-029,N/A,OPS 4779,US,1967-03-30
1967-030,SL-3 R/B,COSMOS 153,CIS,1967-04-04
1967-031,ATLAS AGENA D R/B,ATS 2,US,1967-04-06
1967-032,SL-12 R/B|SL-12 DEB,COSMOS 154,CIS,1967-04-08
1967-033,SL-3 R/B|SL-3 DEB,COSMOS 155,CIS,1967-04-12
1967-034,SCOUT A R/B|SCOUT A DEB|OPS 0100 DEB|SCOUT A DEB|TRANSIT 15 DEB,OPS 0100 (TRANSIT 15),US,1967-04-14
1967-035,ATLAS CENTAUR R/B,SURVEYOR 3,US,1967-04-17
1967-036,DELTA 1 R/B|DELTA 1 DEB,ESSA 5,US,1967-04-20
1967-037,SL-4 R/B,SOYUZ 1,CIS,1967-04-23
1967-038,SCOUT B R/B,SAN MARCO 2,IT,1967-04-26
1967-039,SL-3 R/B,COSMOS 156,CIS,1967-04-27
1967-040,TITAN 3C TRANSTAGE R/B,OPS 6638 (VELA 7)|OPS 6679 (VELA 8)|ERS 18|ERS 20 (OV5-3)|ERS 27 (OV5-1),US,1967-04-28
1967-041,N/A,LUNAR ORBITER 4,US,1967-05-04
1967-042,SCOUT A R/B|SCOUT A DEB,ARIEL 3 (UK-3),UK,1967-05-05
1967-043,OPS 4696 DEB,OPS 4696|OPS 1967,US,1967-05-09
1967-044,SL-3 R/B|SL-3 DEB,COSMOS 157,CIS,1967-05-12
1967-045,SL-8 R/B|SL-8 DEB,COSMOS 158,CIS,1967-05-15
1967-046,SL-6 R/B(1)|SL-6 DEB|SL-6 R/B(2),COSMOS 159,CIS,1967-05-16
1967-047,SL-11 R/B,COSMOS 160,CIS,1967-05-17
1967-048,SCOUT A R/B|TRANSIT 16 DEB,OPS 7218 (TRANSIT 16),US,1967-05-18
1967-049,SL-3 R/B,COSMOS 161,CIS,1967-05-22
1967-050,N/A,OPS 4321|OPS 5557,US,1967-05-22
1967-051,N/A,EXPLORER 34 (IMP-4),US,1967-05-24
1967-052,SL-6 R/B(1)|SL-6 PLAT|SL-6 DEB|SL-6 R/B(2)|MOLNIYA 1-5 DEB,MOLNIYA 1-5,CIS,1967-05-24
1967-053,THOR AGENA D R/B|P/L 153 DEB,OPS 5712 (P/L 160)|GGSE 4|GGSE 5|TIMATION 1|SURCAL 159|OPS 5712 (P/L 152)|OPS 5712 (P/L 153)|SURCAL 150B,US,1967-05-31
1967-054,SL-3 R/B|SL-3 DEB,COSMOS 162,CIS,1967-06-01
1967-055,ATLAS AGENA D R/B,OPS 4360,US,1967-06-04
1967-056,SL-7 R/B,COSMOS 163,CIS,1967-06-05
1967-057,SL-3 R/B|SL-3 DEB,COSMOS 164,CIS,1967-06-08
1967-058,SL-6 PLAT|SL-6 R/B|SL-6 DEB,VENERA 4,CIS,1967-06-12
1967-059,SL-7 R/B,COSMOS 165,CIS,1967-06-12
1967-060,ATLAS AGENA D R/B,MARINER 5,US,1967-06-14
1967-061,SL-7 R/B,COSMOS 166,CIS,1967-06-16
1967-062,N/A,OPS 3559|OPS 1873,US,1967-06-16
1967-063,SL-6 PLAT|SL-6 R/B(2)|SL-6 R/B(1)|SL-6 DEB,COSMOS 167,CIS,1967-06-17
1967-064,N/A,OPS 4282,US,1967-06-20
1967-065,THOR BURNER 2 R/B|THOR BURNER 2 DEB,SECOR 9 (EGRS 9)|AURORA 1,US,1967-06-29
1967-066,TITAN 3C TRANSTAGE R/B,OPS 9331 (IDSCS 16)|OPS 9332 (IDSCS 17)|OPS 9333 (IDSCS 18)|OPS 9334 (IDSCS 19)|LES 5|DODGE 1,US,1967-07-01
1967-067,SL-3 R/B|SL-3 DEB,COSMOS 168,CIS,1967-07-04
1967-068,ATLAS CENTAUR R/B,SURVEYOR 4,US,1967-07-14
1967-069,SL-11 PLAT|SL-11 R/B|SL-11 DEB,COSMOS 169,CIS,1967-07-17
1967-070,DELTA 1 R/B,EXPLORER 35 (AIMP-E),US,1967-07-19
1967-071,OPS 1879 DEB,OPS 1879,US,1967-07-25
1967-072,ATLAS D DEB|ATLAS D R/B|ATLAS D DEB,OV1-86|OV1-12,US,1967-07-27
1967-073,THOR AGENA D R/B,OGO 4,US,1967-07-28
1967-074,SL-11 R/B|SL-11 PLAT|SL-11 DEB,COSMOS 170,CIS,1967-07-31
1967-075,ATLAS AGENA D R/B,LUNAR ORBITER 5,US,1967-08-01
1967-076,OPS 4827 DEB,OPS 4827,US,1967-08-07
1967-077,SL-11 PLAT|SL-11 DEB|SL-11 R/B|SL-11 DEB,COSMOS 171,CIS,1967-08-08
1967-078,SL-3 R/B,COSMOS 172,CIS,1967-08-09
1967-079,N/A,OPS 4886,US,1967-08-16
1967-080,THOR BURNER 2 R/B,OPS 7202 (DMSP 4A F3),US,1967-08-23
1967-081,SL-7 R/B,COSMOS 173,CIS,1967-08-24
1967-082,SL-6 PLAT|SL-6 R/B|SL-6 DEB,COSMOS 174,CIS,1967-08-31
1967-083,DELTA 1 R/B,BIOSAT 2,US,1967-09-07
1967-084,ATLAS CENTAUR R/B,SURVEYOR 5,US,1967-09-08
1967-085,SL-3 R/B|SL-3 DEB,COSMOS 175,CIS,1967-09-11
1967-086,SL-7 R/B|SL-7 DEB|COSMOS 176 DEB,COSMOS 176,CIS,1967-09-12
1967-087,N/A,OPS 5089,US,1967-09-15
1967-088,SL-3 R/B,COSMOS 177,CIS,1967-09-16
1967-089,SL-11 PLAT|SL-11 R/B|SL-11 DEB,COSMOS 178,CIS,1967-09-19
1967-090,N/A,OPS 4941,US,1967-09-19
1967-091,SL-11 PLAT|SL-11 R/B,COSMOS 179,CIS,1967-09-22
1967-092,SCOUT A R/B|SCOUT A DEB|TRANSIT 17 DEB,OPS 4947 (TRANSIT 17),US,1967-09-25
1967-093,SL-3 R/B,COSMOS 180,CIS,1967-09-26
1967-094,DELTA 1 R/B(1)|DELTA 1 R/B(2)|DELTA 1 DEB,INTELSAT 2-F4,ITSO,1967-09-28
1967-095,SL-6 PLAT|SL-6 R/B(1)|SL-6 R/B(2),MOLNIYA 1-6,CIS,1967-10-03
1967-096,THOR BURNER 2 R/B,OPS 1264 (DMSP 4A F4),US,1967-10-11
1967-097,SL-3 R/B,COSMOS 181,CIS,1967-10-11
1967-098,SL-3 R/B|SL-3 DEB,COSMOS 182,CIS,1967-10-16
1967-099,SL-11 PLAT|SL-11 R/B,COSMOS 183,CIS,1967-10-18
1967-100,DELTA 1 R/B,OSO 4,US,1967-10-18
1967-101,SL-6 PLAT|SL-6 R/B(1)|SL-6 DEB|SL-6 R/B(2),MOLNIYA 1-7,CIS,1967-10-22
1967-102,SL-3 R/B,COSMOS 184,CIS,1967-10-24
1967-103,N/A,OPS 4995,US,1967-10-25
1967-104,SL-11 R/B,COSMOS 185,CIS,1967-10-27
1967-105,SL-4 R/B,COSMOS 186,CIS,1967-10-27
1967-106,SL-11 PLAT|SL-11 R/B,COSMOS 187,CIS,1967-10-28
1967-107,SL-4 R/B,COSMOS 188,CIS,1967-10-30
1967-108,SL-8 R/B|SL-8 DEB|COSMOS 189 DEB,COSMOS 189,CIS,1967-10-30
1967-109,N/A,OPS 0562|OPS 1587,US,1967-11-02
1967-110,SL-3 R/B,COSMOS 190,CIS,1967-11-03
1967-111,ATLAS AGENA D R/B,ATS 3,US,1967-11-05
1967-112,ATLAS CENTAUR R/B,SURVEYOR 6,US,1967-11-07
1967-113,SATURN 5 R/B,APOLLO 4 (AS-501),US,1967-11-09
1967-114,DELTA 1 R/B|DELTA 1 DEB,ESSA 6 (TOS-D),US,1967-11-10
1967-115,SL-7 R/B,COSMOS 191,CIS,1967-11-21
1967-116,SL-8 R/B|COSMOS 192 DEB,COSMOS 192,CIS,1967-11-23
1967-117,SL-3 R/B,COSMOS 193,CIS,1967-11-25
1967-118,N/A,WRESAT,AUS,1967-11-29
1967-119,SL-3 R/B,COSMOS 194,CIS,1967-12-03
1967-120,SCOUT B R/B|SCOUT B DEB,OV3-6,US,1967-12-05
1967-121,N/A,OPS 5000,US,1967-12-05
1967-122,N/A,OPS 1001,US,1967-12-09
1967-123,DELTA 1 R/B|DELTA 1 DEB,PIONEER 8|TATS 1 (TETR-1),US,1967-12-13
1967-124,SL-3 R/B|SL-3 DEB,COSMOS 195,CIS,1967-12-16
1967-125,SL-7 R/B|SL-7 DEB,COSMOS 196,CIS,1967-12-19
1967-126,SL-7 R/B|SL-7 DEB,COSMOS 197,CIS,1967-12-26
1967-127,COSMOS 198 DEB [PELPS]|COSMOS 198 DEB [ANTENNA,COSMOS 198,CIS,1967-12-27
1968-001,ATLAS CENTAUR R/B,SURVEYOR 7,US,1968-01-07
1968-002,DELTA 1 R/B|DELTA 1 DEB,EXPLORER 36 (GEOS 2),US,1968-01-11
1968-003,SL-3 R/B|SL-3 DEB,COSMOS 199,CIS,1968-01-16
1968-004,OPS 1965 DEB,OPS 1965,US,1968-01-17
1968-005,N/A,OPS 5028,US,1968-01-18
1968-006,SL-8 R/B|SL-8 DEB,COSMOS 200,CIS,1968-01-19
1968-007,SATURN 1 R/B,APOLLO 5 LM APS|APOLLO 5 LM DPS,US,1968-01-22
1968-008,OPS 2243-6236 DEB,OPS 2243|OPS 6236,US,1968-01-24
1968-009,SL-3 R/B,COSMOS 201,CIS,1968-02-06
1968-010,SL-7 R/B,COSMOS 202,CIS,1968-02-20
1968-011,SL-8 R/B|SL-8 DEB,COSMOS 203,CIS,1968-02-20
1968-012,SCOUT A R/B|SCOUT A DEB|TRANSIT 18 DEB,OPS 7034 (TRANSIT 18),US,1968-03-02
1968-013,SL-12 PLAT|SL-12 R/B|SL-12 DEB,ZOND 4,CIS,1968-03-02
1968-014,ATLAS AGENA D R/B|OGO 5 DEB,OGO 5,US,1968-03-04
1968-015,SL-7 R/B,COSMOS 204,CIS,1968-03-05
1968-016,SL-3 R/B,COSMOS 205,CIS,1968-03-05
1968-017,SCOUT B R/B|SCOUT B DEB,EXPLORER 37 (SE-B),US,1968-03-05
1968-018,N/A,OPS 5057,US,1968-03-13
1968-019,SL-3 R/B,COSMOS 206,CIS,1968-03-14
1968-020,N/A,OPS 4849|OPS 7076,US,1968-03-14
1968-021,SL-3 R/B,COSMOS 207,CIS,1968-03-16
1968-022,SL-3 R/B|SL-3 DEB,COSMOS 208,CIS,1968-03-21
1968-023,COSMOS 209 DEB [ANTENNA|COSMOS 209 DEB [PELPS]|COSMOS 209 DEB,COSMOS 209,CIS,1968-03-22
1968-024,SL-3 R/B|COSMOS 210 DEB,COSMOS 210,CIS,1968-04-03
1968-025,SATURN 5 R/B|SATURN 5 DEB,APOLLO 6,US,1968-04-04
1968-026,OV1-14 R/B|OV1-13 R/B,OV1-13|OV1-14,US,1968-04-06
1968-027,SL-6 PLAT|SL-6 R/B,LUNA 14,CIS,1968-04-07
1968-028,SL-7 R/B,COSMOS 211,CIS,1968-04-09
1968-029,SL-4 R/B,COSMOS 212,CIS,1968-04-14
1968-030,SL-4 R/B,COSMOS 213,CIS,1968-04-15
1968-031,N/A,OPS 5105,US,1968-04-17
1968-032,SL-3 R/B,COSMOS 214,CIS,1968-04-18
